Alter;Geschlecht;Größe;Gewicht;Alkohol;Fastfood;Gemüse;Hauptmahlzeiten;Kalorienzählen;Rauchen;Wasser;Familie;Aktivität;Bildschirmzeit;Zwischenmahlzeit;Transportmittel;Gewichtsklasse
22;m;1,68;75;manchmal;ja;2;3;nein;nein;1,96;ja;0,9946;0,1173;manchmal;ÖPV;Übergewicht_I
21;w;1,62;68,7;manchmal;ja;1,73;3,61;nein;nein;2,04;ja;0,5621;0,4266;nie;ÖPV;Übergewicht_I
21;w;1,62;68,8;manchmal;ja;1,45;3,95;nein;nein;2,11;ja;0,5088;1,1946;nie;ÖPV;Übergewicht_I
20;m;1,82;86,5;manchmal;ja;2;3;nein;nein;2,18;ja;0,3368;0,0048;manchmal;ÖPV;Übergewicht_I
19;m;1,81;86,7;manchmal;ja;2;3;nein;nein;2,17;ja;0,978;0,1426;manchmal;ÖPV;Übergewicht_I
42;w;1,77;75,6;manchmal;ja;3;2,95;nein;nein;2,11;ja;0,3787;0;manchmal;PKW;Übergewicht_I
22;m;1,87;89,3;manchmal;ja;2;2,8;nein;nein;1,08;ja;0,4443;1;manchmal;ÖPV;Übergewicht_I
21;m;1,86;89,6;manchmal;ja;2;3;nein;nein;1,01;ja;0;0,7982;manchmal;ÖPV;Übergewicht_I
23;m;1,67;75;manchmal;ja;2;3;nein;nein;2;ja;0,1292;1,9837;manchmal;ÖPV;Übergewicht_I
23;m;1,72;75,9;manchmal;ja;2;3;nein;nein;2;ja;0;2;manchmal;ÖPV;Übergewicht_I
19;m;1,75;79,8;häufig;ja;2;2,23;nein;nein;2,05;ja;1,2937;0,9618;manchmal;ÖPV;Übergewicht_I
23;m;1,71;75,3;manchmal;ja;2,3;3,04;nein;nein;1,28;ja;0,945;0,3661;manchmal;ÖPV;Übergewicht_I
33;w;1,67;74,8;manchmal;ja;2,95;1,2;nein;nein;1;ja;0;0,1738;manchmal;PKW;Übergewicht_I
33;w;1,68;75;manchmal;ja;2,29;1,56;nein;nein;1;ja;0;0,3883;manchmal;PKW;Übergewicht_I
22;w;1,61;67,9;manchmal;ja;1,91;3,99;nein;nein;2,6;ja;1,9222;1,3761;manchmal;ÖPV;Übergewicht_I
22;w;1,61;68,1;manchmal;ja;1,83;4;nein;nein;2,63;ja;1,2361;1,9809;manchmal;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
37;w;1,51;63,2;manchmal;ja;2,05;1,05;nein;nein;2;ja;0,1514;0,226;manchmal;PKW;Übergewicht_I
40;w;1,56;62,9;manchmal;ja;2,95;3;nein;nein;2,43;ja;0,1196;0,3602;manchmal;PKW;Übergewicht_I
39;w;1,55;63;manchmal;ja;2,87;3;nein;nein;2,97;ja;2,1608;0,306;manchmal;PKW;Übergewicht_I
22;w;1,73;78,6;manchmal;ja;2,29;1;nein;nein;2;ja;2,0639;0;manchmal;ÖPV;Übergewicht_I
21;w;1,74;78,9;manchmal;ja;2,51;1;nein;nein;2;ja;2,1197;0;manchmal;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
29;w;1,64;69,9;manchmal;ja;2,37;3;nein;nein;1,93;ja;1,5812;0;manchmal;PKW;Übergewicht_I
31;w;1,69;71,9;manchmal;ja;2,62;3;nein;nein;1,77;ja;0,7594;0,6865;manchmal;PKW;Übergewicht_I
23;m;1,75;79,4;manchmal;ja;3;1;nein;nein;2;ja;2,316;0;manchmal;ÖPV;Übergewicht_I
26;m;1,75;80;manchmal;ja;2,22;1,19;nein;nein;2;ja;2;0;manchmal;ÖPV;Übergewicht_I
20;m;1,82;85;manchmal;ja;3;3;nein;nein;2,76;ja;1,7633;0,4533;manchmal;ÖPV;Übergewicht_I
20;m;1,81;85,1;manchmal;ja;2,8;3;nein;nein;2,73;ja;2,2079;0,1437;manchmal;ÖPV;Übergewicht_I
20;m;1,8;85;manchmal;ja;2,19;3;nein;nein;2,72;ja;1,529;1;manchmal;ÖPV;Übergewicht_I
19;m;1,81;85,3;manchmal;ja;2,97;3,39;nein;nein;2,13;ja;2,3185;0,6786;manchmal;ÖPV;Übergewicht_I
22;m;1,7;75,1;manchmal;ja;2,09;3,55;nein;nein;2,08;ja;1,9937;0,6738;manchmal;ÖPV;Übergewicht_I
22;w;1,6;68;manchmal;ja;1,9;3,27;nein;nein;2,93;ja;0,9859;0,308;nie;ÖPV;Übergewicht_I
21;w;1,61;68,1;manchmal;ja;1,98;3,55;nein;nein;2,22;ja;0,9781;0,4598;nie;ÖPV;Übergewicht_I
21;w;1,75;78;manchmal;ja;2,45;2,37;nein;nein;1,81;ja;0,0949;1,6508;manchmal;ÖPV;Übergewicht_I
21;w;1,75;78;manchmal;ja;2,84;2,11;nein;nein;1,64;ja;1,1173;0,9679;manchmal;ÖPV;Übergewicht_I
19;m;1,86;87,1;manchmal;ja;2,21;4;nein;nein;2,37;ja;2;0,6226;manchmal;ÖPV;Übergewicht_I
22;m;1,9;90,5;manchmal;ja;2,43;3,72;nein;nein;2,88;ja;1,8158;0,4265;manchmal;ÖPV;Übergewicht_I
22;m;1,61;66,6;manchmal;ja;2,36;3,38;nein;nein;2,18;ja;1,3582;0,0149;manchmal;ÖPV;Übergewicht_I
21;w;1,76;78,4;manchmal;ja;3;1;nein;nein;2;ja;2,9718;0;manchmal;ÖPV;Übergewicht_I
21;w;1,76;78,3;manchmal;ja;3;1;nein;nein;2;ja;2,8775;0;manchmal;ÖPV;Übergewicht_I
19;w;1,78;80,1;nie;ja;1,08;1,21;nein;nein;2,57;ja;3;0,818;manchmal;ÖPV;Übergewicht_I
21;m;1,71;75;manchmal;ja;2;3;nein;nein;1,33;ja;1;0;manchmal;ÖPV;Übergewicht_I
21;m;1,68;75;manchmal;ja;2;3;nein;nein;1,16;ja;1;0;manchmal;ÖPV;Übergewicht_I
28;w;1,7;74,2;manchmal;ja;2;3;nein;nein;2;ja;1,7221;0;manchmal;PKW;Übergewicht_I
29;m;1,77;82;manchmal;ja;1,06;3,99;nein;nein;2,03;ja;0,8152;0,8947;manchmal;ÖPV;Übergewicht_I
26;m;1,75;80;manchmal;ja;1,99;3,17;nein;nein;2,36;ja;1,2247;0,0222;manchmal;ÖPV;Übergewicht_I
23;m;1,69;75;manchmal;ja;2,62;3;nein;nein;2,82;ja;0,7546;2;manchmal;ÖPV;Übergewicht_I
20;m;1,82;85;manchmal;ja;2,95;3;nein;nein;3;ja;2,4339;0,5616;manchmal;ÖPV;Übergewicht_I
22;w;1,58;65,4;manchmal;ja;2,02;3;nein;nein;1,08;nein;0,5238;0,8086;manchmal;ÖPV;Übergewicht_I
30;w;1,65;73,6;manchmal;ja;2;3;nein;nein;1;ja;0;0,0189;manchmal;PKW;Übergewicht_I
31;w;1,65;69,2;manchmal;ja;2;3;nein;nein;1,13;ja;0,0614;0;manchmal;PKW;Übergewicht_I
23;m;1,71;75,4;manchmal;ja;2,56;3,11;nein;nein;1,17;ja;0,1849;0,9231;manchmal;ÖPV;Übergewicht_I
18;w;1,46;55,5;manchmal;ja;2;3;ja;nein;1,04;nein;0,4974;1,7833;manchmal;ÖPV;Übergewicht_I
18;w;1,5;55,4;manchmal;ja;2;3;ja;nein;1,27;nein;0,1299;0,9786;manchmal;ÖPV;Übergewicht_I
17;w;1,6;65;nie;ja;2,96;1;ja;nein;2;ja;0,736;1,3441;manchmal;ÖPV;Übergewicht_I
22;w;1,56;63,6;manchmal;ja;2,54;1,59;nein;nein;1,98;nein;1,2646;0;manchmal;ÖPV;Übergewicht_I
27;w;1,55;62,9;manchmal;ja;2,24;1,7;nein;nein;1;nein;0,7929;0,3955;manchmal;ÖPV;Übergewicht_I
35;w;1,65;73,9;manchmal;nein;3;2,73;nein;nein;1,62;ja;0,9027;0;manchmal;PKW;Übergewicht_I
24;m;1,86;86,1;manchmal;ja;2;2,37;nein;nein;1,68;ja;1,0662;1;manchmal;PKW;Übergewicht_I
23;m;1,85;87,1;manchmal;ja;2;1,1;nein;nein;1,33;ja;1,2643;1;manchmal;PKW;Übergewicht_I
40;w;1,57;62,2;manchmal;ja;2,25;3;nein;nein;2,76;ja;1,016;0,2134;manchmal;PKW;Übergewicht_I
16;w;1,62;67,9;nie;ja;2,85;1;nein;nein;2;ja;0,9779;1,7653;manchmal;ÖPV;Übergewicht_I
17;w;1,64;67,4;nie;ja;1,31;1,07;ja;nein;1,36;ja;0;0,0579;manchmal;ÖPV;Übergewicht_I
16;w;1,61;65;nie;ja;1,32;1;ja;nein;2;ja;0,3715;0,9656;manchmal;ÖPV;Übergewicht_I
18;w;1,65;68,8;nie;ja;2;1,41;nein;nein;1,86;ja;0;1,306;manchmal;ÖPV;Übergewicht_I
19;w;1,62;70;nie;ja;2,25;2,75;nein;nein;2,33;ja;0,8155;0,0241;manchmal;ÖPV;Übergewicht_I
20;w;1,51;61,1;manchmal;ja;2,78;3;ja;nein;1,7;nein;0,9422;0,8799;manchmal;ÖPV;Übergewicht_I
19;w;1,52;60,3;manchmal;ja;2,84;2,74;ja;nein;1,14;nein;0,7538;1,2868;manchmal;ÖPV;Übergewicht_I
18;w;1,6;65;manchmal;ja;3;2,97;ja;nein;2;ja;0,179;0,1661;manchmal;ÖPV;Übergewicht_I
33;m;1,84;87,9;nie;ja;2,81;2,61;nein;nein;1,86;nein;2;0,5161;manchmal;PKW;Übergewicht_I
33;w;1,73;75,9;manchmal;ja;2,01;2,63;nein;nein;1,05;ja;0,5533;0,4802;manchmal;PKW;Übergewicht_I
19;w;1,76;80;nie;ja;2;1,41;nein;nein;2,65;ja;2,8784;0,9538;manchmal;ÖPV;Übergewicht_I
19;w;1,76;80;nie;ja;2;1,1;nein;nein;2,47;ja;2,8767;0,7939;manchmal;ÖPV;Übergewicht_I
19;m;1,8;85,2;manchmal;ja;2,46;3,31;nein;nein;2,08;ja;1,7796;0,8718;manchmal;ÖPV;Übergewicht_I
19;m;1,81;86,1;manchmal;ja;2,64;3,82;nein;nein;2,4;ja;2,0442;0,4717;manchmal;ÖPV;Übergewicht_I
21;w;1,76;78,7;häufig;ja;2;3;nein;nein;2,81;ja;0,2288;2;manchmal;ÖPV;Übergewicht_I
19;w;1,76;80;häufig;ja;2;2,66;nein;nein;2,78;ja;1,956;1,4092;manchmal;ÖPV;Übergewicht_I
18;w;1,62;69,4;nie;ja;2,22;1;nein;nein;2,2;ja;0,1045;1,8991;manchmal;ÖPV;Übergewicht_I
21;w;1,71;75;manchmal;ja;2,1;3;nein;nein;1,87;ja;1;0;manchmal;ÖPV;Übergewicht_I
17;w;1,54;57,3;manchmal;ja;1,97;2,34;ja;nein;1,71;nein;0,0955;1,1911;manchmal;ÖPV;Übergewicht_I
26;m;1,82;87;nie;ja;2,29;1,71;nein;nein;1,8;nein;1,6587;0,9266;manchmal;PKW;Übergewicht_I
27;m;1,82;87,1;nie;ja;2,97;2,74;nein;nein;1,39;nein;2;0,4702;manchmal;PKW;Übergewicht_I
21;m;1,64;70;manchmal;ja;2;1;nein;nein;2,88;nein;0,9157;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;2,8;nein;0,8087;0;nie;ÖPV;Übergewicht_I
27;m;1,8;85,8;manchmal;ja;2,87;3,05;nein;nein;2,11;ja;0,8437;0,1536;manchmal;PKW;Übergewicht_I
22;m;1,7;75,4;manchmal;ja;2,11;3,25;nein;nein;1,97;ja;0,9893;0;manchmal;ÖPV;Übergewicht_I
21;m;1,69;75,1;manchmal;ja;2,18;3,56;nein;nein;1,85;ja;0,9977;0;manchmal;ÖPV;Übergewicht_I
21;w;1,62;69;manchmal;ja;1,14;3;nein;nein;2,2;ja;0,8275;0,5729;nie;ÖPV;Übergewicht_I
19;m;1,86;88,6;manchmal;ja;2,05;3,83;nein;nein;1,64;ja;1,5548;0,2482;manchmal;ÖPV;Übergewicht_I
39;w;1,74;86,9;manchmal;ja;2,84;3,06;nein;nein;1,13;nein;2,8344;0,045;manchmal;PKW;Übergewicht_I
40;w;1,74;80,9;manchmal;ja;2,42;3,2;nein;nein;1,35;nein;0,1486;1,0827;manchmal;PKW;Übergewicht_I
20;m;1,81;85,3;manchmal;ja;2;3;nein;nein;1,97;ja;1,0727;0,7768;manchmal;ÖPV;Übergewicht_I
20;m;1,85;85,2;manchmal;ja;2,15;3;nein;nein;2,1;ja;1,1712;0,8338;manchmal;ÖPV;Übergewicht_I
21;m;1,71;75;manchmal;ja;2;3;nein;nein;1,36;ja;0,9213;0,139;manchmal;ÖPV;Übergewicht_I
19;w;1,75;80;nie;ja;2;1,39;nein;nein;2,65;ja;2,6851;0,9755;manchmal;ÖPV;Übergewicht_I
24;m;1,72;75,4;manchmal;ja;2;3;nein;nein;2;ja;0,1216;1,9673;manchmal;ÖPV;Übergewicht_I
23;m;1,68;75;manchmal;ja;2;3;nein;nein;2;ja;0,3346;1,9058;manchmal;ÖPV;Übergewicht_I
34;w;1,68;74,9;manchmal;ja;3;1,14;nein;nein;1;ja;0,2613;0;manchmal;PKW;Übergewicht_I
22;w;1,6;68,1;manchmal;ja;1,77;3,32;nein;nein;2,62;ja;0,9431;0,257;manchmal;ÖPV;Übergewicht_I
21;w;1,62;68,9;manchmal;ja;1,19;3,27;nein;nein;2,04;ja;0,7797;1,0431;manchmal;ÖPV;Übergewicht_I
21;m;1,61;68,9;manchmal;ja;1,91;2,94;nein;nein;2,94;nein;0,9972;0,2079;nie;ÖPV;Übergewicht_I
21;m;1,61;69,5;manchmal;ja;2;1,26;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
39;w;1,55;62,3;manchmal;ja;2,96;2,97;nein;nein;2,87;ja;0;0,5493;manchmal;PKW;Übergewicht_I
39;w;1,57;62,9;manchmal;ja;2;3;nein;nein;2,53;ja;0,2712;0,8061;manchmal;PKW;Übergewicht_I
37;w;1,53;62,4;manchmal;ja;2,29;2,85;nein;nein;2,64;ja;0;0,9907;manchmal;PKW;Übergewicht_I
22;w;1,73;79;manchmal;ja;2,28;1;nein;nein;2;ja;1,0617;0;manchmal;ÖPV;Übergewicht_I
22;w;1,73;78,4;manchmal;ja;2,14;1;nein;nein;2;ja;2,2691;0;manchmal;ÖPV;Übergewicht_I
22;m;1,63;70;manchmal;ja;2;1;nein;nein;2,98;nein;0,7801;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
21;m;1,62;70;manchmal;ja;2;1;nein;nein;3;nein;1;0;nie;ÖPV;Übergewicht_I
30;w;1,64;69,2;manchmal;ja;2,03;3;nein;nein;1,83;ja;0,4802;0;manchmal;PKW;Übergewicht_I
31;w;1,68;71,8;manchmal;ja;2,05;3;nein;nein;1,31;ja;0,1705;0,2768;manchmal;PKW;Übergewicht_I
21;w;1,76;79,5;manchmal;ja;2,86;1;nein;nein;2,66;ja;2,7627;0,7833;manchmal;ÖPV;Übergewicht_I
20;m;1,82;85,1;manchmal;ja;3;3,1;nein;nein;2,57;ja;2,7243;0,3305;manchmal;ÖPV;Übergewicht_I
20;m;1,82;85,3;manchmal;ja;2,99;3,48;nein;nein;2,36;ja;2,0604;0,599;manchmal;ÖPV;Übergewicht_I
22;m;1,7;75;manchmal;ja;2;3;nein;nein;2,76;ja;1,5027;0,1279;manchmal;ÖPV;Übergewicht_I
21;w;1,61;67,8;manchmal;ja;2;3,16;nein;nein;3;ja;1,1796;0,0869;nie;ÖPV;Übergewicht_I
22;w;1,61;68;manchmal;ja;1,89;3,73;nein;nein;2,68;ja;1,1239;0,4925;nie;ÖPV;Übergewicht_I
23;m;1,71;75,1;manchmal;ja;2,79;3;nein;nein;2,53;ja;0,9251;2;manchmal;ÖPV;Übergewicht_I
23;m;1,72;75,7;manchmal;ja;2;3;nein;nein;2;ja;0,0923;1,4665;manchmal;ÖPV;Übergewicht_I
20;m;1,83;89,4;manchmal;ja;2,34;3,61;nein;nein;2,88;ja;2;0,2083;manchmal;ÖPV;Übergewicht_I
22;w;1,61;67,1;manchmal;ja;1,87;3,37;nein;nein;2,56;ja;1,2061;0,271;manchmal;ÖPV;Übergewicht_I
22;w;1,6;66,1;manchmal;ja;2,21;3;nein;nein;2,05;ja;2,1725;0;manchmal;ÖPV;Übergewicht_I
21;w;1,75;78;manchmal;ja;2,27;2,39;nein;nein;1,65;ja;0,8746;1,1027;manchmal;ÖPV;Übergewicht_I
21;w;1,74;78,7;manchmal;ja;2,78;1,1;nein;nein;1,58;ja;1,1538;0;manchmal;ÖPV;Übergewicht_I
19;m;1,78;80,1;nie;ja;1,69;2,76;nein;nein;2,08;ja;2,9315;0,6817;manchmal;ÖPV;Übergewicht_I
21;m;1,71;75;manchmal;ja;2;3;nein;nein;1,08;ja;1;0;manchmal;ÖPV;Übergewicht_I
21;m;1,69;75;manchmal;ja;2;3;nein;nein;1,83;ja;1;0;manchmal;ÖPV;Übergewicht_I
29;w;1,66;71,2;manchmal;ja;2;3;nein;nein;1,28;ja;1,6098;0;manchmal;PKW;Übergewicht_I
24;m;1,78;82,3;nie;ja;1,99;3,05;nein;nein;2,08;ja;1,1075;0,9397;manchmal;ÖPV;Übergewicht_I
26;m;1,77;82,7;nie;ja;1,95;3,12;nein;nein;2,14;ja;0,784;0,8887;manchmal;ÖPV;Übergewicht_I
23;m;1,7;75;manchmal;ja;2,16;3;nein;nein;2,15;ja;1,0781;1,5028;manchmal;ÖPV;Übergewicht_I
20;m;1,81;85,3;manchmal;ja;2,92;3,34;nein;nein;2,37;ja;1,3056;0,3114;manchmal;ÖPV;Übergewicht_I
22;w;1,6;65,4;manchmal;ja;2,99;3;nein;nein;1,71;nein;0,7842;0,151;manchmal;ÖPV;Übergewicht_I
32;w;1,67;72,9;manchmal;ja;2;3;nein;nein;1;ja;0;1,3014;manchmal;PKW;Übergewicht_I
23;m;1,7;75,1;manchmal;ja;3;3,21;nein;nein;2,64;ja;0,998;1,8981;manchmal;ÖPV;Übergewicht_I
23;m;1,71;75,8;manchmal;ja;2,51;3,65;nein;nein;1,28;ja;0,1326;1,8275;manchmal;ÖPV;Übergewicht_I
17;w;1,49;53,6;manchmal;ja;1,84;1,87;ja;nein;2;nein;0,3202;1,9695;manchmal;ÖPV;Übergewicht_I
18;w;1,52;55,8;manchmal;ja;1,77;2,12;ja;nein;1,08;nein;0,0854;1,9152;manchmal;ÖPV;Übergewicht_I
16;w;1,62;65,1;nie;ja;2,39;1;ja;nein;1,44;ja;0,1109;1,1658;manchmal;ÖPV;Übergewicht_I
23;w;1,59;65,1;manchmal;ja;2,29;2,96;nein;nein;2,66;nein;1,9111;1,6182;manchmal;ÖPV;Übergewicht_I
35;w;1,68;73,5;manchmal;ja;3;2,4;nein;nein;1,51;ja;0,1671;0;manchmal;PKW;Übergewicht_I
23;m;1,87;89,8;manchmal;ja;2;2,87;nein;nein;1,15;ja;0,4177;1;manchmal;PKW;Übergewicht_I
39;w;1,58;62,6;manchmal;ja;2,49;3;nein;nein;2,4;ja;0,5771;0,4351;manchmal;PKW;Übergewicht_I
20;m;1,62;69,6;manchmal;ja;2,19;1;nein;nein;2,81;nein;1;1,1102;nie;ÖPV;Übergewicht_I
16;w;1,61;66,7;nie;ja;2,21;1;ja;nein;2;ja;0,9489;1,7725;manchmal;ÖPV;Übergewicht_I
18;w;1,62;67,2;nie;ja;1,95;1;ja;nein;1,33;ja;0,7323;1,8902;manchmal;ÖPV;Übergewicht_I
19;m;1,64;70;nie;ja;2;1,03;nein;nein;2,12;ja;0,5293;0;manchmal;ÖPV;Übergewicht_I
20;w;1,57;61,6;manchmal;ja;2,91;2,7;ja;nein;1,62;nein;0,54;0,0011;manchmal;ÖPV;Übergewicht_I
20;w;1,54;63,9;manchmal;ja;2,63;2,76;ja;nein;1,51;nein;0,3037;0,0032;manchmal;ÖPV;Übergewicht_I
17;w;1,6;65;manchmal;ja;3;2,4;ja;nein;2;ja;0,6639;1,7537;manchmal;ÖPV;Übergewicht_I
17;w;1,6;65;manchmal;ja;2,75;2,3;ja;nein;2;ja;0,5475;1,6195;manchmal;ÖPV;Übergewicht_I
29;m;1,77;87,1;nie;ja;1,6;3,62;nein;nein;1,27;nein;1,504;0,3701;manchmal;PKW;Übergewicht_I
32;w;1,65;74,1;manchmal;ja;2,89;2,56;nein;nein;1,02;ja;0,5887;0,9163;manchmal;PKW;Übergewicht_I
32;w;1,65;73,8;manchmal;ja;2,37;2,85;nein;nein;1,03;ja;0,676;0,303;manchmal;PKW;Übergewicht_I
18;m;1,75;80;häufig;ja;2;2,81;nein;nein;2,12;ja;0,0457;0,0172;manchmal;ÖPV;Übergewicht_I
20;m;1,84;89,5;manchmal;ja;2,15;3,72;nein;nein;2,7;ja;2;0,2261;manchmal;ÖPV;Übergewicht_I
20;m;1,82;87,7;manchmal;ja;2,79;3,79;nein;nein;2,43;ja;2,0945;0,3934;manchmal;ÖPV;Übergewicht_I
19;w;1,76;79,3;nie;ja;2;1,89;nein;nein;3;ja;1,3762;1,8013;manchmal;ÖPV;Übergewicht_I
18;w;1,62;68,3;nie;ja;2;1,01;nein;nein;1,32;ja;0;1,6265;manchmal;ÖPV;Übergewicht_I
18;w;1,73;75,8;häufig;ja;2,99;3;nein;nein;2;ja;1;1,4051;manchmal;ÖPV;Übergewicht_I
18;w;1,73;76;häufig;ja;2,93;3;nein;nein;2,21;ja;1;0,7972;manchmal;ÖPV;Übergewicht_I
20;w;1,54;64,7;manchmal;ja;2,71;2,67;ja;nein;1,98;nein;0,4452;0,9088;manchmal;ÖPV;Übergewicht_I
21;m;1,77;89,3;manchmal;ja;2,01;1,32;nein;nein;2;ja;0,5404;0,9738;manchmal;ÖPV;Übergewicht_II
22;m;1,75;89,1;manchmal;ja;2;2,04;nein;nein;2,39;ja;0,8139;0;manchmal;ÖPV;Übergewicht_II
21;m;1,67;80;nie;ja;2;3;nein;nein;2;ja;1,6664;1,4432;manchmal;ÖPV;Übergewicht_II
21;m;1,72;80,6;nie;ja;2;2,47;nein;nein;2;ja;2;1;manchmal;ÖPV;Übergewicht_II
33;m;1,91;101,5;manchmal;ja;2;2,11;nein;nein;2,18;ja;1;0;manchmal;Fuss;Übergewicht_II
31;m;1,74;82,5;manchmal;ja;2,3;3,07;nein;nein;1,74;ja;0,0901;0;manchmal;PKW;Übergewicht_II
30;m;1,7;82,2;manchmal;ja;2,12;3,29;nein;nein;1,72;ja;0;0,9871;manchmal;PKW;Übergewicht_II
21;m;1,72;80;nie;ja;2;3;nein;nein;2;ja;2,9366;1,4091;manchmal;ÖPV;Übergewicht_II
23;m;1,65;80;nie;ja;2;3;nein;nein;2;ja;0,4511;2;manchmal;ÖPV;Übergewicht_II
29;w;1,58;65,5;manchmal;nein;2;2,28;nein;nein;1,97;ja;1,8633;1,5817;manchmal;ÖPV;Übergewicht_II
39;m;1,78;85,7;manchmal;ja;2,9;1,12;nein;nein;2,76;ja;0,8554;0,9992;manchmal;PKW;Übergewicht_II
35;m;1,82;91,6;manchmal;ja;2;2,99;nein;nein;1,29;ja;0,876;0,8541;manchmal;PKW;Übergewicht_II
20;w;1,53;65,2;nie;nein;2,45;3;nein;nein;2;ja;2,1772;1,3239;manchmal;ÖPV;Übergewicht_II
22;w;1,48;61,4;nie;nein;2;2,98;nein;nein;1,45;ja;0,329;0,5094;manchmal;ÖPV;Übergewicht_II
19;m;1,77;87,8;manchmal;ja;2,75;3;nein;nein;2,96;ja;2,2428;0,7866;manchmal;ÖPV;Übergewicht_II
21;w;1,57;69,7;nie;nein;2,42;3;nein;nein;1,94;ja;1,417;1;manchmal;ÖPV;Übergewicht_II
21;w;1,57;67,9;nie;nein;2,51;3;nein;nein;1,13;ja;0,0954;1;manchmal;ÖPV;Übergewicht_II
22;m;1,79;90;manchmal;ja;1,77;1,89;nein;nein;2;ja;0;1,366;manchmal;ÖPV;Übergewicht_II
23;m;1,8;89,9;manchmal;ja;1,57;1,89;nein;nein;2;ja;0;0,5525;manchmal;ÖPV;Übergewicht_II
23;w;1,7;80;nie;ja;2;3;nein;nein;2;ja;0,9731;1,5403;manchmal;ÖPV;Übergewicht_II
23;w;1,67;80,5;nie;ja;2;2,26;nein;nein;1,14;ja;0,8071;1,6113;manchmal;ÖPV;Übergewicht_II
25;m;1,7;84,7;manchmal;ja;2;3;nein;nein;2,02;ja;0;1;manchmal;ÖPV;Übergewicht_II
24;m;1,71;84;manchmal;ja;2;2,66;nein;nein;1,81;ja;0,8099;1;manchmal;ÖPV;Übergewicht_II
25;w;1,7;78,1;manchmal;ja;2,66;3;nein;nein;3;ja;0,5518;0,6588;manchmal;ÖPV;Übergewicht_II
31;m;1,84;91,1;manchmal;ja;2;3;nein;nein;1,18;ja;0,1556;0,4534;manchmal;ÖPV;Übergewicht_II
24;m;1,7;80,8;manchmal;ja;2;3;nein;nein;2,88;ja;0;0,3224;manchmal;ÖPV;Übergewicht_II
29;w;1,7;78;häufig;ja;3;3;nein;nein;1,7;ja;1,7271;1;manchmal;PKW;Übergewicht_II
18;m;1,7;83,2;nie;nein;2,1;2,55;nein;nein;1,54;ja;1;0,7619;manchmal;ÖPV;Übergewicht_II
19;w;1,66;77,3;manchmal;ja;2,06;2,81;nein;nein;3;ja;0,3624;0,7852;manchmal;ÖPV;Übergewicht_II
26;m;1,84;96,2;manchmal;ja;1,32;2,28;nein;nein;2;ja;1,8067;1,9398;manchmal;ÖPV;Übergewicht_II
23;m;1,82;93,1;manchmal;ja;1,88;1,24;nein;nein;2;ja;0;1,5415;manchmal;ÖPV;Übergewicht_II
23;m;1,72;85,3;manchmal;ja;2,95;3;nein;nein;2,97;ja;0;0,9472;manchmal;ÖPV;Übergewicht_II
23;m;1,79;90;manchmal;ja;2,07;3;nein;nein;1,08;ja;0;1,9224;manchmal;ÖPV;Übergewicht_II
25;w;1,7;80,7;häufig;ja;2,55;3;nein;nein;2,27;ja;0,5031;1;manchmal;ÖPV;Übergewicht_II
34;m;1,68;83,6;nie;ja;2;1,66;nein;nein;2,48;ja;0,8912;0;manchmal;PKW;Übergewicht_II
27;w;1,66;78,6;häufig;ja;2;2,6;nein;nein;2;ja;0;0,4342;manchmal;ÖPV;Übergewicht_II
55;m;1,77;80,5;nie;ja;2;3;nein;nein;2;nein;1;0;manchmal;PKW;Übergewicht_II
35;m;1,77;85;nie;ja;2,69;3;nein;nein;2,65;ja;1,9658;0,8912;manchmal;PKW;Übergewicht_II
22;m;1,65;80;nie;ja;2;3;nein;nein;2;ja;0,8266;2;manchmal;ÖPV;Übergewicht_II
18;m;1,65;80;nie;ja;2,82;2,04;nein;nein;1,95;ja;1;0,8545;manchmal;ÖPV;Übergewicht_II
42;w;1,65;79,2;nie;ja;2;3;nein;nein;1;ja;0;1,4819;manchmal;PKW;Übergewicht_II
22;m;1,69;80,5;manchmal;ja;2;2,04;nein;nein;2;ja;2,7083;1,5066;manchmal;ÖPV;Übergewicht_II
29;w;1,53;65;nie;nein;2;1;nein;nein;1;ja;0,2622;0;manchmal;ÖPV;Übergewicht_II
25;w;1,57;64,8;nie;nein;2;1;nein;nein;1;ja;0,7406;0;manchmal;ÖPV;Übergewicht_II
